index,sample_id,possible_answers,query_type,query,answer,image_name
191,191,,,Is there a head surgeon?,yes,camera04_colorimage-004648.jpg
192,192,,,Is there a head surgeon?,yes,camera05_colorimage-004241.jpg
193,193,,,Is there a head surgeon?,yes,camera05_colorimage-003665.jpg
194,194,,,Is there a head surgeon?,yes,camera05_colorimage-003538.jpg
195,195,,,Is there a head surgeon?,yes,camera01_colorimage-004639.jpg
196,196,,,Is there a head surgeon?,yes,camera01_colorimage-004244.jpg
197,197,,,Is there a head surgeon?,yes,camera01_colorimage-003836.jpg
198,198,,,Is there a head surgeon?,yes,camera04_colorimage-004028.jpg
199,199,,,Is there a head surgeon?,yes,camera01_colorimage-003690.jpg
200,200,,,Is there a mps?,yes,camera01_colorimage-001186.jpg
201,201,,,Is there a mps?,yes,camera05_colorimage-003136.jpg
202,202,,,Is there a mps?,yes,camera05_colorimage-005150.jpg
203,203,,,Is there a mps?,yes,camera05_colorimage-002803.jpg
204,204,,,Is there a mps?,yes,camera01_colorimage-002717.jpg
205,205,,,Is there a mps?,yes,camera05_colorimage-004936.jpg
206,206,,,Is there a mps?,yes,camera05_colorimage-001966.jpg
207,207,,,Is there a mps?,yes,camera05_colorimage-005541.jpg
208,208,,,Is there a mps?,yes,camera04_colorimage-004732.jpg
209,209,,,Is there a mps?,yes,camera05_colorimage-000824.jpg
210,210,,,Is there a mps?,yes,camera01_colorimage-005536.jpg
211,211,,,Is there a mps?,yes,camera01_colorimage-001010.jpg
212,212,,,Is there a mps?,yes,camera05_colorimage-005208.jpg
213,213,,,Is there a mps?,yes,camera01_colorimage-002707.jpg
214,214,,,Is there a mps?,yes,camera05_colorimage-005055.jpg
215,215,,,Is there a mps?,yes,camera05_colorimage-001332.jpg
216,216,,,Is there a mps?,yes,camera04_colorimage-005318.jpg
217,217,,,Is there a mps?,yes,camera04_colorimage-001468.jpg
218,218,,,Is there a mps?,yes,camera01_colorimage-001779.jpg
219,219,,,Is there a mps?,yes,camera04_colorimage-003754.jpg
220,220,,,Is there a nurse?,yes,camera01_colorimage-001186.jpg
221,221,,,Is there a nurse?,yes,camera05_colorimage-003136.jpg
222,222,,,Is there a nurse?,yes,camera05_colorimage-005150.jpg
223,223,,,Is there a nurse?,yes,camera05_colorimage-002803.jpg
224,224,,,Is there a nurse?,yes,camera01_colorimage-002717.jpg
225,225,,,Is there a nurse?,yes,camera05_colorimage-004936.jpg
226,226,,,Is there a nurse?,yes,camera01_colorimage-002329.jpg
227,227,,,Is there a nurse?,yes,camera05_colorimage-001966.jpg
228,228,,,Is there a nurse?,yes,camera05_colorimage-005541.jpg
229,229,,,Is there a nurse?,yes,camera04_colorimage-004732.jpg
230,230,,,Is there a nurse?,yes,camera01_colorimage-005391.jpg
231,231,,,Is there a nurse?,yes,camera05_colorimage-000824.jpg
232,232,,,Is there a nurse?,yes,camera01_colorimage-005536.jpg
233,233,,,Is there a nurse?,yes,camera01_colorimage-001010.jpg
234,234,,,Is there a nurse?,yes,camera05_colorimage-005208.jpg
235,235,,,Is there a nurse?,yes,camera01_colorimage-002707.jpg
236,236,,,Is there a nurse?,yes,camera01_colorimage-001221.jpg
237,237,,,Is there a nurse?,yes,camera05_colorimage-005055.jpg
238,238,,,Is there a nurse?,yes,camera05_colorimage-001332.jpg
239,239,,,Is there a nurse?,yes,camera04_colorimage-005318.jpg
240,240,,,Is there a drill?,yes,camera01_colorimage-005214.jpg
241,241,,,Is there a drill?,yes,camera01_colorimage-003416.jpg
242,242,,,Is there a drill?,yes,camera01_colorimage-005150.jpg
243,243,,,Is there a drill?,yes,camera01_colorimage-003541.jpg
244,244,,,Is there a drill?,yes,camera01_colorimage-005148.jpg
245,245,,,Is there a drill?,yes,camera01_colorimage-003421.jpg
246,246,,,Is there a drill?,yes,camera01_colorimage-005153.jpg
247,247,,,Is there a drill?,yes,camera04_colorimage-005131.jpg
248,248,,,Is there a drill?,yes,camera01_colorimage-005137.jpg
249,249,,,Is there a drill?,yes,camera01_colorimage-005141.jpg
250,250,,,Is there a drill?,yes,camera01_colorimage-003537.jpg
251,251,,,Is there a drill?,yes,camera01_colorimage-005164.jpg
252,252,,,Is there a drill?,yes,camera01_colorimage-003396.jpg
253,253,,,Is there a drill?,yes,camera01_colorimage-003530.jpg
254,254,,,Is there a drill?,yes,camera01_colorimage-005127.jpg
255,255,,,Is there a drill?,yes,camera05_colorimage-003424.jpg
256,256,,,Is there a drill?,yes,camera01_colorimage-005174.jpg
257,257,,,Is there a drill?,yes,camera01_colorimage-005161.jpg
258,258,,,Is there a drill?,yes,camera04_colorimage-005129.jpg
259,259,,,Is there a drill?,yes,camera04_colorimage-005127.jpg
260,260,,,Is there a hammer?,yes,camera01_colorimage-005070.jpg
261,261,,,Is there a hammer?,yes,camera01_colorimage-004803.jpg
262,262,,,Is there a hammer?,yes,camera04_colorimage-004797.jpg
263,263,,,Is there a hammer?,yes,camera01_colorimage-004806.jpg
264,264,,,Is there a hammer?,yes,camera01_colorimage-004771.jpg
265,265,,,Is there a hammer?,yes,camera01_colorimage-004772.jpg
266,266,,,Is there a hammer?,yes,camera01_colorimage-005069.jpg
267,267,,,Is there a hammer?,yes,camera01_colorimage-005046.jpg
268,268,,,Is there a hammer?,yes,camera01_colorimage-004805.jpg
269,269,,,Is there a hammer?,yes,camera04_colorimage-004803.jpg
270,270,,,Is there a hammer?,yes,camera01_colorimage-005062.jpg
271,271,,,Is there a hammer?,yes,camera01_colorimage-004777.jpg
272,272,,,Is there a hammer?,yes,camera01_colorimage-004807.jpg
273,273,,,Is there a hammer?,yes,camera01_colorimage-005068.jpg
274,274,,,Is there a hammer?,yes,camera01_colorimage-004782.jpg
275,275,,,Is there a hammer?,yes,camera01_colorimage-004804.jpg
276,276,,,Is there a hammer?,yes,camera01_colorimage-004770.jpg
277,277,,,Is there a hammer?,yes,camera01_colorimage-005061.jpg
278,278,,,Is there a hammer?,yes,camera04_colorimage-004806.jpg
279,279,,,Is there a hammer?,yes,camera04_colorimage-004807.jpg
280,280,,,Is there a saw?,yes,camera01_colorimage-002717.jpg
281,281,,,Is there a saw?,yes,camera01_colorimage-002329.jpg
282,282,,,Is there a saw?,yes,camera01_colorimage-002707.jpg
283,283,,,Is there a saw?,yes,camera01_colorimage-002137.jpg
284,284,,,Is there a saw?,yes,camera01_colorimage-004639.jpg
285,285,,,Is there a saw?,yes,camera01_colorimage-004244.jpg
286,286,,,Is there a saw?,yes,camera01_colorimage-002471.jpg
287,287,,,Is there a saw?,yes,camera01_colorimage-003018.jpg
288,288,,,Is there a saw?,yes,camera01_colorimage-004607.jpg
289,289,,,Is there a saw?,yes,camera01_colorimage-002969.jpg
290,290,,,Is there a saw?,yes,camera01_colorimage-002466.jpg
291,291,,,Is there a saw?,yes,camera01_colorimage-004573.jpg
292,292,,,Is there a saw?,yes,camera01_colorimage-002798.jpg
293,293,,,Is there a saw?,yes,camera01_colorimage-002555.jpg
294,294,,,Is there a saw?,yes,camera01_colorimage-003111.jpg
295,295,,,Is there a saw?,yes,camera01_colorimage-001986.jpg
296,296,,,Is there a saw?,yes,camera01_colorimage-001838.jpg
297,297,,,Is there a saw?,yes,camera01_colorimage-003084.jpg
298,298,,,Is there a saw?,yes,camera01_colorimage-002120.jpg
299,299,,,Is there a saw?,yes,camera01_colorimage-002679.jpg
300,300,,,Is there a tracker?,yes,camera05_colorimage-005992.jpg
301,301,,,Is there a tracker?,yes,camera05_colorimage-003136.jpg
302,302,,,Is there a tracker?,yes,camera04_colorimage-000794.jpg
303,303,,,Is there a tracker?,yes,camera05_colorimage-003146.jpg
304,304,,,Is there a tracker?,yes,camera04_colorimage-003018.jpg
305,305,,,Is there a tracker?,yes,camera01_colorimage-003546.jpg
306,306,,,Is there a tracker?,yes,camera01_colorimage-002947.jpg
307,307,,,Is there a tracker?,yes,camera05_colorimage-002867.jpg
308,308,,,Is there a tracker?,yes,camera04_colorimage-001693.jpg
309,309,,,Is there a tracker?,yes,camera04_colorimage-002002.jpg
310,310,,,Is there a tracker?,yes,camera04_colorimage-001748.jpg
311,311,,,Is there a tracker?,yes,camera05_colorimage-004954.jpg
312,312,,,Is there a tracker?,yes,camera05_colorimage-000875.jpg
313,313,,,Is there a tracker?,yes,camera04_colorimage-002606.jpg
314,314,,,Is there a tracker?,yes,camera04_colorimage-002345.jpg
315,315,,,Is there a tracker?,yes,camera01_colorimage-002390.jpg
316,316,,,Is there a tracker?,yes,camera05_colorimage-004279.jpg
317,317,,,Is there a tracker?,yes,camera04_colorimage-002645.jpg
318,318,,,Is there a tracker?,yes,camera04_colorimage-002865.jpg
319,319,,,Is there a tracker?,yes,camera04_colorimage-003481.jpg
320,320,,,Is there a robot?,yes,camera01_colorimage-001186.jpg
321,321,,,Is there a robot?,yes,camera05_colorimage-003136.jpg
322,322,,,Is there a robot?,yes,camera05_colorimage-005489.jpg
323,323,,,Is there a robot?,yes,camera05_colorimage-005150.jpg
324,324,,,Is there a robot?,yes,camera05_colorimage-002803.jpg
325,325,,,Is there a robot?,yes,camera01_colorimage-006011.jpg
326,326,,,Is there a robot?,yes,camera01_colorimage-002717.jpg
327,327,,,Is there a robot?,yes,camera05_colorimage-004936.jpg
328,328,,,Is there a robot?,yes,camera01_colorimage-002329.jpg
329,329,,,Is there a robot?,yes,camera05_colorimage-001966.jpg
330,330,,,Is there a robot?,yes,camera05_colorimage-005541.jpg
331,331,,,Is there a robot?,yes,camera04_colorimage-004732.jpg
332,332,,,Is there a robot?,yes,camera05_colorimage-000824.jpg
333,333,,,Is there a robot?,yes,camera01_colorimage-001010.jpg
334,334,,,Is there a robot?,yes,camera05_colorimage-005208.jpg
335,335,,,Is there a robot?,yes,camera01_colorimage-002707.jpg
336,336,,,Is there a robot?,yes,camera01_colorimage-001221.jpg
337,337,,,Is there a robot?,yes,camera05_colorimage-005055.jpg
338,338,,,Is there a robot?,yes,camera05_colorimage-001332.jpg
339,339,,,Is there a robot?,yes,camera04_colorimage-005318.jpg
340,340,,,Is there a monitor?,yes,camera01_colorimage-001186.jpg
341,341,,,Is there a monitor?,yes,camera05_colorimage-003136.jpg
342,342,,,Is there a monitor?,yes,camera05_colorimage-005489.jpg
343,343,,,Is there a monitor?,yes,camera05_colorimage-005150.jpg
344,344,,,Is there a monitor?,yes,camera05_colorimage-002803.jpg
345,345,,,Is there a monitor?,yes,camera01_colorimage-002717.jpg
346,346,,,Is there a monitor?,yes,camera05_colorimage-004936.jpg
347,347,,,Is there a monitor?,yes,camera01_colorimage-002329.jpg
348,348,,,Is there a monitor?,yes,camera05_colorimage-001966.jpg
349,349,,,Is there a monitor?,yes,camera05_colorimage-005541.jpg
350,350,,,Is there a monitor?,yes,camera04_colorimage-004732.jpg
351,351,,,Is there a monitor?,yes,camera01_colorimage-005391.jpg
352,352,,,Is there a monitor?,yes,camera05_colorimage-000824.jpg
353,353,,,Is there a monitor?,yes,camera01_colorimage-005536.jpg
354,354,,,Is there a monitor?,yes,camera01_colorimage-001010.jpg
355,355,,,Is there a monitor?,yes,camera05_colorimage-005208.jpg
356,356,,,Is there a monitor?,yes,camera01_colorimage-002707.jpg
357,357,,,Is there a monitor?,yes,camera01_colorimage-001221.jpg
358,358,,,Is there a monitor?,yes,camera05_colorimage-005055.jpg
359,359,,,Is there a monitor?,yes,camera05_colorimage-001332.jpg
360,360,,,Is there a C-arm?,yes,camera05_colorimage-005489.jpg
361,361,,,Is there a C-arm?,yes,camera05_colorimage-005541.jpg
362,362,,,Is there a C-arm?,yes,camera01_colorimage-005391.jpg
363,363,,,Is there a C-arm?,yes,camera01_colorimage-005536.jpg
364,364,,,Is there a C-arm?,yes,camera01_colorimage-005403.jpg
365,365,,,Is there a C-arm?,yes,camera01_colorimage-005440.jpg
366,366,,,Is there a C-arm?,yes,camera04_colorimage-005539.jpg
367,367,,,Is there a C-arm?,yes,camera05_colorimage-005521.jpg
368,368,,,Is there a C-arm?,yes,camera05_colorimage-005476.jpg
369,369,,,Is there a C-arm?,yes,camera04_colorimage-005492.jpg
370,370,,,Is there a C-arm?,yes,camera04_colorimage-005474.jpg
371,371,,,Is there a C-arm?,yes,camera01_colorimage-005494.jpg
372,372,,,Is there a C-arm?,yes,camera05_colorimage-005532.jpg
373,373,,,Is there a C-arm?,yes,camera04_colorimage-005591.jpg
374,374,,,Is there a C-arm?,yes,camera04_colorimage-005550.jpg
375,375,,,Is there a C-arm?,yes,camera05_colorimage-005501.jpg
376,376,,,Is there a C-arm?,yes,camera01_colorimage-005521.jpg
377,377,,,Is there a C-arm?,yes,camera04_colorimage-005533.jpg
378,378,,,Is there a C-arm?,yes,camera01_colorimage-005535.jpg
379,379,,,Is there a C-arm?,yes,camera05_colorimage-005540.jpg
380,380,,,Is there a instrument table?,no,camera04_colorimage-005957.jpg
381,381,,,Is there a instrument table?,no,camera01_colorimage-003534.jpg
382,382,,,Is there a instrument table?,no,camera04_colorimage-005959.jpg
383,383,,,Is there a instrument table?,no,camera01_colorimage-003537.jpg
384,384,,,Is there a instrument table?,no,camera01_colorimage-003144.jpg
385,385,,,Is there a instrument table?,no,camera04_colorimage-005960.jpg
386,386,,,Is there a instrument table?,no,camera01_colorimage-003539.jpg
387,387,,,Is there a instrument table?,no,camera01_colorimage-003171.jpg
388,388,,,Is there a instrument table?,no,camera01_colorimage-003152.jpg
389,389,,,Is there a instrument table?,no,camera04_colorimage-003255.jpg
390,390,,,Is there a instrument table?,no,camera01_colorimage-003153.jpg
391,391,,,Is there a instrument table?,no,camera04_colorimage-003254.jpg
392,392,,,Is there a instrument table?,no,camera01_colorimage-003155.jpg
393,393,,,Is there a instrument table?,no,camera01_colorimage-003154.jpg
394,394,,,Is there a instrument table?,no,camera04_colorimage-005958.jpg
395,395,,,Is there a instrument table?,no,camera01_colorimage-003156.jpg
396,396,,,Is there a instrument table?,no,camera01_colorimage-003536.jpg
397,397,,,Is there a instrument table?,no,camera01_colorimage-003538.jpg
398,398,,,Is there a instrument table?,no,camera04_colorimage-003253.jpg
399,399,,,Is there a instrument table?,no,camera01_colorimage-003535.jpg
400,400,,,Is there a anesthesia equipment?,no,camera01_colorimage-001186.jpg
401,401,,,Is there a anesthesia equipment?,no,camera01_colorimage-006011.jpg
402,402,,,Is there a anesthesia equipment?,no,camera01_colorimage-002717.jpg
